PLAYER_NAME,Anatomical sub-areas,TEAM_ABBREVIATION (groups),Average of recovery_time, Sum of team_losses ,Count of SEASON_ID, Avg Cost per Season , Average of salaries INF ,Avg Cost per Seasons
James Johnson,Unclassified,DAL,35," $4,154,877.10 ",1," $4,154,877.10 "," $18,235,294.00 "," $4,154,877.10 "
Gordon Hayward,Thigh area,CHA & CHH,9.5," $4,148,855.90 ",1," $4,148,855.90 "," $30,927,835.00 "," $4,148,855.90 "
John Henson,Calf area,MIL,-1," $4,136,398.10 ",1," $4,136,398.10 "," $8,732,396.00 "," $4,136,398.10 "
Marquis Daniels,Toes area,DAL,261," $4,132,296.50 ",1," $4,132,296.50 "," $9,460,784.00 "," $4,132,296.50 "
Monta Ellis,Ankle area,GSW,91.75," $16,494,904.90 ",2," $8,247,452.40 "," $15,727,700.00 "," $4,123,726.20 "
Paul George,Foot area,LAC,8.5," $4,122,333.50 ",1," $4,122,333.50 "," $34,102,941.00 "," $4,122,333.50 "
Peja Stojakovic,Neck,TOR,-1," $4,119,241.20 ",1," $4,119,241.20 "," $17,777,778.00 "," $4,119,241.20 "
Scot Pollard,Ankle area,BOS,2.5," $4,108,893.00 ",1," $4,108,893.00 "," $8,217,786.00 "," $4,108,893.00 "
Mike Scott,Foot area,WAS,463," $4,106,670.70 ",1," $4,106,670.70 "," $5,180,723.00 "," $4,106,670.70 "
Bobby Simmons,Heel area,MIL,32.5," $4,106,297.90 ",1," $4,106,297.90 "," $14,029,851.00 "," $4,106,297.90 "
Ben Gordon,Ankle area,CHI,47," $4,095,839.50 ",1," $4,095,839.50 "," $15,492,958.00 "," $4,095,839.50 "
Vin Baker,Other facial areas,HOU,311," $4,081,641.90 ",1," $4,081,641.90 "," $5,766,129.00 "," $4,081,641.90 "
Stephen Curry,Ankle area,GSW,34.06," $17,741,339.80 ",10," $1,774,134.00 "," $20,602,175.90 "," $177,413.40 "
Duncan Robinson,"Hand, Thumb & Fingers area",MIA,22," $4,064,801.20 ",1," $4,064,801.20 "," $18,556,701.00 "," $4,064,801.20 "
Jerami Grant,Thigh area,DEN,74.67," $16,234,402.10 ",2," $8,117,201.00 "," $18,245,401.70 "," $4,058,600.50 "
Chris Mills,Knee area,GSW,135," $4,057,469.00 ",1," $4,057,469.00 "," $8,531,088.70 "," $4,057,469.00 "
Milos Teodosic,Foot area,LAC,96.67," $4,044,563.50 ",1," $4,044,563.50 "," $6,257,626.50 "," $4,044,563.50 "
Raja Bell,Abdominal area,PHX,48," $4,039,848.60 ",1," $4,039,848.60 "," $6,760,563.00 "," $4,039,848.60 "
Will Barton,Knee area,DEN,96.33," $16,138,655.70 ",2," $8,069,327.80 "," $15,806,135.70 "," $4,034,663.90 "
Kristaps Porzingis,Knee area,DAL,40.73," $36,276,361.50 ",3," $12,092,120.50 "," $36,695,747.90 "," $4,030,706.83 "
Chauncey Billups,Thigh area,DEN,42," $4,022,988.60 ",1," $4,022,988.60 "," $16,666,667.00 "," $4,022,988.60 "
Corey Maggette,Unclassified,DET,-1," $4,011,553.40 ",1," $4,011,553.40 "," $13,157,895.00 "," $4,011,553.40 "
Tyreke Evans,Knee area,MEM & VAN,43," $4,008,228.00 ",1," $4,008,228.00 "," $14,939,759.00 "," $4,008,228.00 "
Chris Webber,Unclassified,PHI,107.5," $4,008,057.50 ",1," $4,008,057.50 "," $27,388,393.00 "," $4,008,057.50 "
Chris Paul,Knee area,HOU,29," $4,002,992.90 ",1," $4,002,992.90 "," $26,419,753.00 "," $4,002,992.90 "
Kevin Love,"Hand, Thumb & Fingers area",MIN,36.2," $15,999,927.50 ",2," $7,999,963.80 "," $16,719,051.00 "," $3,999,981.90 "
Reggie Evans,Foot area,TOR,52," $3,973,577.30 ",1," $3,973,577.30 "," $6,388,889.00 "," $3,973,577.30 "
Othella Harrington,Thoracolumbar area,NYK,368," $3,972,050.50 ",1," $3,972,050.50 "," $4,066,623.10 "," $3,972,050.50 "
Russell Westbrook,Shoulder area,LAL,202," $3,970,951.00 ",1," $3,970,951.00 "," $46,516,854.00 "," $3,970,951.00 "
Michael Finley,Ankle area,DAL,28," $3,969,924.90 ",1," $3,969,924.90 "," $23,571,429.00 "," $3,969,924.90 "
Pau Gasol,Ankle area,SAS,52," $3,963,720.10 ",1," $3,963,720.10 "," $19,598,394.00 "," $3,963,720.10 "
Danny Granger,Calf area,IND,53," $3,961,031.50 ",1," $3,961,031.50 "," $15,387,084.00 "," $3,961,031.50 "
Marco Belinelli,Foot area,SAC,272," $3,960,808.80 ",1," $3,960,808.80 "," $8,119,658.00 "," $3,960,808.80 "
Brandon Clarke,Heel area,MEM & VAN,-1," $3,959,700.10 ",1," $3,959,700.10 "," $13,402,062.00 "," $3,959,700.10 "
Jerry Stackhouse,Ankle area,WAS,247," $3,958,416.50 ",1," $3,958,416.50 "," $14,754,098.00 "," $3,958,416.50 "
Matthew Dellavedova,Ankle area,MIL,65," $3,953,391.60 ",1," $3,953,391.60 "," $11,728,395.00 "," $3,953,391.60 "
Luke Kennard,Knee area,DET,141.67," $3,943,134.50 ",1," $3,943,134.50 "," $3,827,160.00 "," $3,943,134.50 "
Paul George,Thigh area,LAC,12.5," $3,940,040.30 ",1," $3,940,040.30 "," $24,484,536.00 "," $3,940,040.30 "
Wayne Ellington,Calf area,MIA,79.67," $3,938,080.40 ",1," $3,938,080.40 "," $6,235,294.00 "," $3,938,080.40 "
Michael Beasley,Thigh area,MIN,134," $3,934,471.80 ",1," $3,934,471.80 "," $5,121,058.50 "," $3,934,471.80 "
Hakeem Olajuwon,Knee area,HOU,23," $3,932,507.90 ",1," $3,932,507.90 "," $24,805,050.10 "," $3,932,507.90 "
Chris Dudley,Shoulder area,PHX,35," $3,930,696.60 ",1," $3,930,696.60 "," $9,209,060.50 "," $3,930,696.60 "
Mookie Blaylock,"Hand, Thumb & Fingers area",GSW,285," $3,912,582.80 ",1," $3,912,582.80 "," $7,129,595.20 "," $3,912,582.80 "
Tim Hardaway Jr.,Thigh area,NYK,39," $15,603,361.90 ",2," $7,801,681.00 "," $21,300,678.70 "," $3,900,840.50 "
Jonathan Bender,Calf area,IND,18.33," $3,900,231.10 ",1," $3,900,231.10 "," $11,440,678.00 "," $3,900,231.10 "
Steve Smith,Ankle area,DAL,228," $3,900,043.30 ",1," $3,900,043.30 "," $13,000,144.40 "," $3,900,043.30 "
Kwame Brown,Thigh area,PHI,-1," $3,896,104.00 ",1," $3,896,104.00 "," $3,896,104.00 "," $3,896,104.00 "
Erick Dampier,Foot area,DAL,43," $3,895,221.80 ",1," $3,895,221.80 "," $16,820,276.00 "," $3,895,221.80 "
Ersan Ilyasova,Shoulder area,ATL,283," $3,884,372.00 ",1," $3,884,372.00 "," $7,407,407.00 "," $3,884,372.00 "
Reggie Jackson,Heel area,DET,110.5," $15,526,207.10 ",2," $7,763,103.60 "," $15,090,820.00 "," $3,881,551.80 "
Clar. Weatherspoon,Knee area,NYK,78," $3,879,145.80 ",1," $3,879,145.80 "," $9,016,393.00 "," $3,879,145.80 "
Bobby Simmons,Thoracolumbar area,MIL,45," $3,874,957.20 ",1," $3,874,957.20 "," $13,239,437.00 "," $3,874,957.20 "
Bogdan Bogdanovic,Knee area,SAC,55," $15,498,042.10 ",2," $7,749,021.10 "," $14,258,870.50 "," $3,874,510.55 "
Marcus Camby,Unclassified,POR,30," $3,869,778.80 ",1," $3,869,778.80 "," $14,189,189.00 "," $3,869,778.80 "
Michael Redd,Ankle area,MIL,24," $3,868,945.40 ",1," $3,868,945.40 "," $21,150,235.00 "," $3,868,945.40 "
Ben McLemore,Foot area,SAC,85.5," $3,866,305.20 ",1," $3,866,305.20 "," $6,604,938.00 "," $3,866,305.20 "
Dahntay Jones,Unclassified,DEN,11.5," $3,863,345.70 ",1," $3,863,345.70 "," $3,819,444.00 "," $3,863,345.70 "
Dale Davis,Abdominal area,POR,239," $3,860,557.30 ",1," $3,860,557.30 "," $11,452,986.60 "," $3,860,557.30 "
Tyler Johnson,Knee area,PHX,205," $15,434,161.10 ",2," $7,717,080.50 "," $16,329,843.30 "," $3,858,540.25 "
Kent Bazemore,Ankle area,ATL,31," $3,856,890.90 ",1," $3,856,890.90 "," $21,084,337.00 "," $3,856,890.90 "
Carlos Boozer,Thigh area,UTA,76," $15,384,672.40 ",2," $7,692,336.20 "," $16,835,387.00 "," $3,846,168.10 "
JaMychal Green,Foot area,DEN,-1," $3,840,711.80 ",1," $3,840,711.80 "," $6,529,210.00 "," $3,840,711.80 "
Otto Porter Jr.,Thoracolumbar area,WAS,19.75," $15,356,193.70 ",2," $7,678,096.80 "," $32,537,445.80 "," $3,839,048.40 "
Shawn Marion,Unclassified,PHX,37," $3,831,417.60 ",1," $3,831,417.60 "," $19,607,843.00 "," $3,831,417.60 "
Kelvin Cato,Shoulder area,ORL,106.5," $3,827,011.10 ",1," $3,827,011.10 "," $10,821,203.70 "," $3,827,011.10 "
Marc Jackson,"Hand, Thumb & Fingers area",PHI,99," $3,821,138.40 ",1," $3,821,138.40 "," $6,666,667.00 "," $3,821,138.40 "
Tyus Jones,Unclassified,MIN,72," $3,820,224.50 ",1," $3,820,224.50 "," $9,887,640.00 "," $3,820,224.50 "
Troy Hudson,Hip area,MIN,21," $3,815,459.30 ",1," $3,815,459.30 "," $4,534,314.00 "," $3,815,459.30 "
Lance Stephenson,Abdominal area,MEM & VAN,102," $3,814,729.50 ",1," $3,814,729.50 "," $6,455,696.00 "," $3,814,729.50 "
Marko Jaric,Shoulder area,MIN,257," $3,810,975.70 ",1," $3,810,975.70 "," $10,416,667.00 "," $3,810,975.70 "
Josh Hart,Thigh area,LAL,40," $3,808,349.40 ",1," $3,808,349.40 "," $14,194,757.00 "," $3,808,349.40 "
DeMar DeRozan,Thigh area,SAS,71.8," $34,242,974.20 ",3," $11,414,324.70 "," $30,422,226.20 "," $3,804,774.90 "
Charlie Bell,Unclassified,DAL,21," $3,791,801.60 ",1," $3,791,801.60 "," $5,138,889.00 "," $3,791,801.60 "
Rajon Rondo,Knee area,BOS,89.75," $15,159,745.20 ",2," $7,579,872.60 "," $14,332,706.50 "," $3,789,936.30 "
Nick Young,"Hand, Thumb & Fingers area",PHI,56.5," $3,781,660.60 ",1," $3,781,660.60 "," $6,891,026.00 "," $3,781,660.60 "
Christian Wood,"Hand, Thumb & Fingers area",HOU,50," $3,780,068.70 ",1," $3,780,068.70 "," $14,089,347.00 "," $3,780,068.70 "
Corey Maggette,"Hand, Thumb & Fingers area",GSW,118," $3,778,770.20 ",1," $3,778,770.20 "," $14,084,507.00 "," $3,778,770.20 "
Jamal Mashburn,Ankle area,NOH & NOK & NOP,195," $3,777,552.60 ",1," $3,777,552.60 "," $14,617,486.00 "," $3,777,552.60 "
Marko Jaric,Knee area,LAC,67," $3,767,730.60 ",1," $3,767,730.60 "," $10,416,667.00 "," $3,767,730.60 "
T.J. Warren,Knee area,PHX,229," $3,763,926.60 ",1," $3,763,926.60 "," $15,432,099.00 "," $3,763,926.60 "
Jeff Teague,Ankle area,MIN,49.5," $15,043,638.70 ",2," $7,521,819.40 "," $22,755,307.00 "," $3,760,909.70 "
Brandon Ingram,Toes area,NOH & NOK & NOP,33.5," $15,035,579.20 ",2," $7,517,789.60 "," $34,921,043.00 "," $3,758,894.80 "
Sam Dekker,Thoracolumbar area,HOU,121.75," $3,757,736.20 ",1," $3,757,736.20 "," $2,179,487.00 "," $3,757,736.20 "
Cody Martin,Knee area,CHA & CHH,-1," $3,750,314.50 ",1," $3,750,314.50 "," $8,092,784.00 "," $3,750,314.50 "
D'Angelo Russell,Shoulder area,GSW,12," $3,750,000.00 ",1," $3,750,000.00 "," $34,821,429.00 "," $3,750,000.00 "
CJ Miles,Other facial areas,UTA,362," $3,747,459.10 ",1," $3,747,459.10 "," $5,208,333.00 "," $3,747,459.10 "
Tom Gugliotta,Thigh area,PHX,23," $3,741,399.30 ",1," $3,741,399.30 "," $14,609,273.40 "," $3,741,399.30 "
Eric Piatkowski,Cranial area,LAC,325," $3,740,026.60 ",1," $3,740,026.60 "," $4,687,500.00 "," $3,740,026.60 "
Nikola Mirotic,Other facial areas,CHI,52," $3,739,837.50 ",1," $3,739,837.50 "," $12,777,778.00 "," $3,739,837.50 "
Marcus Thornton,Calf area,BKN & NJN,67," $3,725,961.50 ",1," $3,725,961.50 "," $10,576,923.00 "," $3,725,961.50 "
Zach LaVine,Unclassified,MIN,28," $3,724,654.70 ",1," $3,724,654.70 "," $23,493,976.00 "," $3,724,654.70 "
Mehmet Okur,Thoracolumbar area,BKN & NJN,32," $3,720,538.60 ",1," $3,720,538.60 "," $14,444,444.00 "," $3,720,538.60 "
Glen Rice,Wrist area,HOU,49," $3,716,193.90 ",1," $3,716,193.90 "," $13,081,002.70 "," $3,716,193.90 "
Steve Francis,Unclassified,ORL,14.67," $3,715,701.20 ",1," $3,715,701.20 "," $11,718,750.00 "," $3,715,701.20 "
Allen Iverson,Knee area,PHI,45.5," $14,853,771.40 ",2," $7,426,885.70 "," $28,703,091.10 "," $3,713,442.85 "
Chris Wilcox,Unclassified,BOS,143," $3,692,645.90 ",1," $3,692,645.90 "," $4,234,234.00 "," $3,692,645.90 "
Elfrid Payton,Thigh area,NOH & NOK & NOP,139.67," $14,721,444.70 ",2," $7,360,722.40 "," $8,194,211.30 "," $3,680,361.20 "
O.G. Anunoby,"Hand, Thumb & Fingers area",TOR,27," $3,677,221.60 ",1," $3,677,221.60 "," $20,224,719.00 "," $3,677,221.60 "
Dylan Windler,Ankle area,CLE,146," $3,667,829.00 ",1," $3,667,829.00 "," $4,494,382.00 "," $3,667,829.00 "
Ed Davis,Unclassified,POR,-1," $3,665,069.60 ",1," $3,665,069.60 "," $5,892,857.00 "," $3,665,069.60 "
Etan Thomas,Abdominal area,WAS,72," $3,664,095.50 ",1," $3,664,095.50 "," $10,215,054.00 "," $3,664,095.50 "
Allen Crabbe,Knee area,BKN & NJN,51.71," $32,963,152.50 ",3," $10,987,717.50 "," $22,491,012.60 "," $3,662,572.50 "
Bruce Brown,Ankle area,BKN & NJN,101," $3,662,191.40 ",1," $3,662,191.40 "," $6,701,031.00 "," $3,662,191.40 "
Jared Jeffries,Unclassified,HOU,166.5," $3,658,536.40 ",1," $3,658,536.40 "," $8,333,333.00 "," $3,658,536.40 "
Wesley Johnson,Heel area,LAL,104," $3,655,302.10 ",1," $3,655,302.10 "," $5,994,695.50 "," $3,655,302.10 "
Kawhi Leonard,Ankle area,LAC,12," $3,649,721.60 ",1," $3,649,721.60 "," $45,360,825.00 "," $3,649,721.60 "
Dante Exum,Unclassified,UTA,50," $3,646,775.10 ",1," $3,646,775.10 "," $13,095,238.00 "," $3,646,775.10 "
James Ennis III,Unclassified,MIA,175.5," $3,639,240.20 ",1," $3,639,240.20 "," $3,797,468.00 "," $3,639,240.20 "
Baron Davis,Knee area,GSW,9.67," $3,637,725.40 ",1," $3,637,725.40 "," $19,900,498.00 "," $3,637,725.40 "
Markelle Fultz,Knee area,ORL,105," $32,736,478.00 ",3," $10,912,159.30 "," $18,560,789.50 "," $3,637,386.43 "
Kyle Lowry,Wrist area,TOR,40," $3,632,360.90 ",1," $3,632,360.90 "," $15,189,873.00 "," $3,632,360.90 "
James Posey,Knee area,NOH & NOK & NOP,248," $3,630,403.00 ",1," $3,630,403.00 "," $6,866,197.00 "," $3,630,403.00 "
Rashard Lewis,Knee area,WAS,81.75," $14,516,785.40 ",2," $7,258,392.70 "," $26,806,494.30 "," $3,629,196.35 "
Caris LeVert,Unclassified,BKN & NJN,41.33," $14,510,182.10 ",2," $7,255,091.00 "," $14,400,595.30 "," $3,627,545.50 "
Avery Johnson,Thigh area,SAS,31," $3,627,337.90 ",1," $3,627,337.90 "," $11,882,658.70 "," $3,627,337.90 "
George Hill,Knee area,IND,55," $3,627,267.00 ",1," $3,627,267.00 "," $10,256,410.00 "," $3,627,267.00 "
Danilo Gallinari,Knee area,ATL,0," $14,506,312.50 ",2," $7,253,156.30 "," $18,486,959.00 "," $3,626,578.15 "
Ryan Gomes,Knee area,BOS,340," $3,626,373.60 ",1," $3,626,373.60 "," $6,111,111.00 "," $3,626,373.60 "
Brandan Wright,Ankle area,MEM & VAN,25.67," $3,624,856.30 ",1," $3,624,856.30 "," $7,594,937.00 "," $3,624,856.30 "
Tyson Chandler,Unclassified,CHA & CHH,48," $3,624,661.20 ",1," $3,624,661.20 "," $12,384,259.00 "," $3,624,661.20 "
Julius Randle,Foot area,LAL,351," $3,624,139.70 ",1," $3,624,139.70 "," $3,910,256.00 "," $3,624,139.70 "
T.J. Ford,Thigh area,IND,58," $3,623,956.90 ",1," $3,623,956.90 "," $9,965,881.50 "," $3,623,956.90 "
Kenny Anderson,Thoracolumbar area,BOS,125.33," $14,441,446.70 ",2," $7,220,723.40 "," $12,726,865.00 "," $3,610,361.70 "
Kawhi Leonard,Knee area,LAC,30.6," $14,426,483.10 ",2," $7,213,241.50 "," $44,374,934.60 "," $3,606,620.75 "
Udonis Haslem,Unclassified,MIA,24.92," $6,110,186.30 ",10," $611,018.60 "," $5,161,104.40 "," $61,101.86 "
Wendell Carter Jr.,Wrist area,ORL,232," $3,596,875.90 ",1," $3,596,875.90 "," $14,044,944.00 "," $3,596,875.90 "
Jonas Valanciunas,Calf area,TOR,-1," $3,595,046.50 ",1," $3,595,046.50 "," $15,515,464.00 "," $3,595,046.50 "
Kevin Love,Shoulder area,CLE,146.5," $14,357,191.30 ",2," $7,178,595.70 "," $25,308,155.50 "," $3,589,297.85 "
CJ McCollum,Knee area,POR,21," $3,583,722.70 ",1," $3,583,722.70 "," $31,927,711.00 "," $3,583,722.70 "
Al Horford,Thigh area,PHI,19," $3,582,954.90 ",1," $3,582,954.90 "," $30,617,978.00 "," $3,582,954.90 "
Luke Kennard,Calf area,LAC,12.33," $3,580,203.10 ",1," $3,580,203.10 "," $14,158,076.00 "," $3,580,203.10 "
Steven Adams,Unclassified,NOH & NOK & NOP,79.75," $14,275,300.10 ",2," $7,137,650.10 "," $16,326,306.00 "," $3,568,825.05 "
Rudy Gay,Knee area,SAS,281," $3,564,675.40 ",1," $3,564,675.40 "," $6,797,753.00 "," $3,564,675.40 "
Solomon Hill,Thigh area,NOH & NOK & NOP,67," $14,245,576.90 ",2," $7,122,788.50 "," $11,598,465.00 "," $3,561,394.25 "
Christian Wood,Thigh area,HOU,226," $3,558,052.40 ",1," $3,558,052.40 "," $15,355,805.00 "," $3,558,052.40 "
Jahidi White,Heel area,WAS,298," $3,552,118.00 ",1," $3,552,118.00 "," $5,825,473.40 "," $3,552,118.00 "
Tyson Chandler,Unclassified,LAL,256," $3,549,809.20 ",1," $3,549,809.20 "," $9,096,386.00 "," $3,549,809.20 "
Vin Baker,Foot area,OKC & SEA,33," $3,548,890.00 ",1," $3,548,890.00 "," $16,250,180.60 "," $3,548,890.00 "
Steve Francis,Shoulder area,HOU,157," $3,548,866.10 ",1," $3,548,866.10 "," $5,017,362.40 "," $3,548,866.10 "
Tyrone Hill,Thoracolumbar area,CLE,89," $3,547,684.50 ",1," $3,547,684.50 "," $9,384,197.60 "," $3,547,684.50 "
CJ Miles,Thigh area,UTA,273," $3,547,297.60 ",1," $3,547,297.60 "," $5,067,568.00 "," $3,547,297.60 "
Fabricio Oberto,Thigh area,SAS,-1," $3,536,435.60 ",1," $3,536,435.60 "," $3,873,239.00 "," $3,536,435.60 "
Kris Humphries,Elbow area,BKN & NJN,352," $3,534,396.70 ",1," $3,534,396.70 "," $3,813,428.00 "," $3,534,396.70 "
Roy Hibbert,Knee area,IND,98," $3,532,528.70 ",1," $3,532,528.70 "," $6,329,114.00 "," $3,532,528.70 "
Kyle Korver,Thoracolumbar area,UTA,94," $3,530,166.70 ",1," $3,530,166.70 "," $6,578,947.00 "," $3,530,166.70 "
Allen Iverson,Knee area,DEN,11," $3,529,129.00 ",1," $3,529,129.00 "," $4,929,577.00 "," $3,529,129.00 "
Iman Shumpert,Unclassified,CLE,23.5," $3,526,300.40 ",1," $3,526,300.40 "," $12,048,193.00 "," $3,526,300.40 "
James Johnson,Thoracolumbar area,MIA,32," $3,526,300.30 ",1," $3,526,300.30 "," $18,072,289.00 "," $3,526,300.30 "
Malcolm Brogdon,Unclassified,IND,18.6," $14,097,034.00 ",2," $7,048,517.00 "," $23,767,809.60 "," $3,524,258.50 "
Lamond Murray,Knee area,TOR,-1," $3,521,601.40 ",1," $3,521,601.40 "," $6,875,507.50 "," $3,521,601.40 "
Pau Gasol,Foot area,SAS,73," $14,081,892.60 ",2," $7,040,946.30 "," $15,630,895.70 "," $3,520,473.15 "
Chris Webber,Foot area,PHI,45.5," $14,050,001.30 ",2," $7,025,000.70 "," $27,216,968.00 "," $3,512,500.35 "
Alonzo Mourning,Unclassified,BKN & NJN,39," $3,512,264.80 ",1," $3,512,264.80 "," $8,828,125.00 "," $3,512,264.80 "
Taurean Prince,Ankle area,CLE,103.33," $14,031,565.30 ",2," $7,015,782.70 "," $13,881,140.30 "," $3,507,891.35 "
Quincy Pondexter,Foot area,MEM & VAN,131," $3,502,116.00 ",1," $3,502,116.00 "," $4,870,130.00 "," $3,502,116.00 "
Nick Anderson,Wrist area,MEM & VAN,66.5," $13,976,801.70 ",2," $6,988,400.90 "," $9,827,922.50 "," $3,494,200.45 "
Caron Butler,Ankle area,MIL,168.67," $13,959,211.20 ",2," $6,979,605.60 "," $8,208,458.00 "," $3,489,802.80 "
Terrence Ross,Unclassified,TOR,143," $3,485,370.10 ",1," $3,485,370.10 "," $16,071,429.00 "," $3,485,370.10 "
Jason Hart,Unclassified,LAC,9," $3,478,186.40 ",1," $3,478,186.40 "," $3,521,127.00 "," $3,478,186.40 "
Danilo Gallinari,Ankle area,ATL,12," $3,477,995.60 ",1," $3,477,995.60 "," $24,078,431.00 "," $3,477,995.60 "
Jeff Green,Thigh area,BKN & NJN,303," $3,468,774.70 ",1," $3,468,774.70 "," $5,056,180.00 "," $3,468,774.70 "
Howard Eisley,Thoracolumbar area,PHX,273," $3,467,798.70 ",1," $3,467,798.70 "," $8,124,556.80 "," $3,467,798.70 "
Greg Stiemsma,Ankle area,NOH & NOK & NOP,-1," $3,465,720.80 ",1," $3,465,720.80 "," $3,506,494.00 "," $3,465,720.80 "
Brevin Knight,Abdominal area,CLE,280," $3,464,266.00 ",1," $3,464,266.00 "," $6,312,662.50 "," $3,464,266.00 "
Chandler Hutchison,Foot area,CHI,251," $3,464,052.00 ",1," $3,464,052.00 "," $4,705,882.00 "," $3,464,052.00 "
Jeff McInnis,Knee area,CLE,288," $3,453,947.40 ",1," $3,453,947.40 "," $5,468,750.00 "," $3,453,947.40 "
Paul Millsap,Toes area,DEN,21," $3,445,030.10 ",1," $3,445,030.10 "," $36,746,988.00 "," $3,445,030.10 "
Kevin Garnett,Thoracolumbar area,BKN & NJN,18," $3,444,782.20 ",1," $3,444,782.20 "," $14,718,615.00 "," $3,444,782.20 "
Greg Monroe,Thoracolumbar area,MIL,-1," $3,443,050.20 ",1," $3,443,050.20 "," $4,337,349.00 "," $3,443,050.20 "
Anthony Davis,Thigh area,LAL,2.33," $3,437,104.10 ",1," $3,437,104.10 "," $44,682,353.00 "," $3,437,104.10 "
Cam Reddish,Heel area,ATL,61.5," $3,430,718.70 ",1," $3,430,718.70 "," $5,323,529.00 "," $3,430,718.70 "
Jae Crowder,Thigh area,BOS,255," $3,429,101.00 ",1," $3,429,101.00 "," $8,433,735.00 "," $3,429,101.00 "
Rudy Gay,"Hand, Thumb & Fingers area",SAS,92," $3,422,805.90 ",1," $3,422,805.90 "," $6,237,113.00 "," $3,422,805.90 "
Reggie Bullock,Thigh area,LAL,-1," $3,422,400.00 ",1," $3,422,400.00 "," $10,481,100.00 "," $3,422,400.00 "
Serge Ibaka,Ankle area,TOR,22," $3,418,435.70 ",1," $3,418,435.70 "," $25,793,651.00 "," $3,418,435.70 "
Jermaine O'Neal,Hip area,TOR,22," $3,417,087.90 ",1," $3,417,087.90 "," $25,472,837.00 "," $3,417,087.90 "
Jason Richardson,"Hand, Thumb & Fingers area",GSW,26.5," $3,410,000.70 ",1," $3,410,000.70 "," $12,685,202.70 "," $3,410,000.70 "
Kevin Martin,Abdominal area,SAC,39," $3,407,460.50 ",1," $3,407,460.50 "," $14,705,882.00 "," $3,407,460.50 "
DeMarcus Cousins,Heel area,NOH & NOK & NOP,127.67," $13,625,797.70 ",2," $6,812,898.80 "," $10,536,851.70 "," $3,406,449.40 "
Kareem Rush,Knee area,LAC,10.5," $3,401,819.00 ",1," $3,401,819.00 "," $3,928,861.40 "," $3,401,819.00 "
Terrence Ross,Toes area,ORL,-1," $3,394,518.50 ",1," $3,394,518.50 "," $13,917,526.00 "," $3,394,518.50 "
Richard Jefferson,Unclassified,BKN & NJN,29," $3,385,032.80 ",1," $3,385,032.80 "," $13,141,892.00 "," $3,385,032.80 "
Doug Christie,Ankle area,ORL,220," $3,378,947.90 ",1," $3,378,947.90 "," $11,082,949.00 "," $3,378,947.90 "
Tracy McGrady,Knee area,ORL,115," $3,377,344.50 ",1," $3,377,344.50 "," $18,462,816.50 "," $3,377,344.50 "
Nikola Vucevic,Abdominal area,ORL,13," $3,377,110.60 ",1," $3,377,110.60 "," $17,307,692.00 "," $3,377,110.60 "
Marquis Daniels,Cranial area,DAL,254," $3,374,413.10 ",1," $3,374,413.10 "," $5,938,967.00 "," $3,374,413.10 "
Monte Morris,Ankle area,DEN,9.5," $3,371,740.60 ",1," $3,371,740.60 "," $9,553,265.00 "," $3,371,740.60 "
Jimmy Butler,Thoracolumbar area,MIN,240," $3,371,143.00 ",1," $3,371,143.00 "," $11,518,072.00 "," $3,371,143.00 "
Kyle Lowry,Thigh area,MIA,11.5," $3,370,786.50 ",1," $3,370,786.50 "," $33,707,865.00 "," $3,370,786.50 "
Dwyane Wade,Unclassified,MIA,23.54," $13,734,851.80 ",9," $1,526,094.60 "," $10,576,545.50 "," $169,566.07 "
Miles Plumlee,Calf area,MIL,38," $3,365,937.80 ",1," $3,365,937.80 "," $16,455,696.00 "," $3,365,937.80 "
Blake Griffin,Knee area,DET,65.17," $30,273,182.30 ",3," $10,091,060.80 "," $40,793,718.20 "," $3,363,686.93 "
Blake Griffin,Knee area,LAC,23," $13,443,612.90 ",2," $6,721,806.40 "," $30,190,134.00 "," $3,360,903.20 "
George Hill,Abdominal area,CLE,24," $3,349,985.30 ",1," $3,349,985.30 "," $22,891,566.00 "," $3,349,985.30 "
George Hill,Shoulder area,CLE,24," $3,349,985.30 ",1," $3,349,985.30 "," $22,891,566.00 "," $3,349,985.30 "
Tyson Chandler,Unclassified,PHX,126.5," $13,383,570.00 ",2," $6,691,785.00 "," $16,150,961.30 "," $3,345,892.50 "
Caron Butler,Thoracolumbar area,MIL,288," $3,343,531.60 ",1," $3,343,531.60 "," $5,769,231.00 "," $3,343,531.60 "
Arron Afflalo,Calf area,DEN,54," $3,343,301.30 ",1," $3,343,301.30 "," $11,315,789.00 "," $3,343,301.30 "
Terrell Brandon,Knee area,MIN,80.6," $30,027,784.60 ",3," $10,009,261.50 "," $13,433,482.60 "," $3,336,420.50 "
Trenton Hassell,Calf area,MIN,280," $3,323,600.00 ",1," $3,323,600.00 "," $6,338,028.00 "," $3,323,600.00 "
Arron Afflalo,Elbow area,NYK,39," $3,322,784.90 ",1," $3,322,784.90 "," $12,974,684.00 "," $3,322,784.90 "
